CustomerId,Date,Amount
12431,2011-10-06,678.76
12431,2011-10-10,332.68
12431,2011-11-04,601.44
12432,2011-06-20,3316.66
12432,2011-06-22,700
12432,2011-10-28,1042.66
12433,2010-09-16,973.69
12433,2010-11-05,2292.18
12433,2010-12-01,1919.14
12433,2010-12-08,1867.98
12433,2011-09-09,2608.11
12433,2011-10-27,1498.66
12433,2011-11-30,2843.29
12433,2011-12-09,2638.69
12434,2010-11-23,297.29
12434,2011-03-24,286.25
12434,2011-09-16,519.89
12435,2009-12-02,1008
12435,2010-03-12,728.88
12435,2010-08-19,1838.32
12435,2010-11-08,2520.84
12435,2011-03-17,3978.9900000000002
12435,2011-09-21,3850.9
12436,2011-09-01,509.01000000000005
12437,2009-12-02,578.28
12437,2010-01-19,609.78
12437,2010-02-09,1885.61
12437,2010-03-05,334.06
12437,2010-03-24,391.59
12437,2010-04-14,347.42
12437,2010-04-16,114.48
12437,2010-06-02,150.8
12437,2010-06-24,610.26
12437,2010-08-04,220.75
12437,2010-09-05,170.3
12437,2010-09-07,268.31
12437,2010-09-16,75
12437,2010-09-20,162.82999999999998
12437,2010-10-05,253.54999999999998
12437,2010-10-13,340.5
12437,2010-10-15,447.06
12437,2010-11-07,326.37
12437,2010-11-09,427.04
12437,2011-01-12,392.7
12437,2011-02-02,150.5
12437,2011-02-23,439.76
12437,2011-03-16,147.70999999999998
12437,2011-04-28,209.10000000000002
12437,2011-05-18,368.2
12437,2011-05-25,267.12
12437,2011-06-15,501.64
12437,2011-09-02,334.68
12437,2011-09-22,222.6
12437,2011-10-27,263.46
12437,2011-11-03,997.03
12437,2011-11-18,198.6
12437,2011-11-30,292.40999999999997
12437,2011-12-08,165.9
12438,2011-07-22,890.0699999999999
12438,2011-11-25,2016.78
12439,2009-12-14,1012.6600000000001
12439,2010-01-26,76.52000000000001
12440,2009-12-22,568.51
12440,2010-09-03,290.69
12441,2010-12-08,173.55
12442,2011-12-06,172.06
12443,2009-12-07,485.31
12444,2011-06-21,1870.2
12444,2011-08-10,757.0699999999999
12444,2011-09-15,562.54
12444,2011-10-12,879.01
12444,2011-11-18,936.64
12445,2010-10-15,301.58000000000004
12445,2011-11-17,133.4
12446,2011-10-13,1002.3100000000001
12447,2011-04-10,476.49
12448,2011-10-26,449.45
12449,2010-09-27,678.6
12449,2010-10-25,90
12449,2011-06-05,858.9300000000001
12449,2011-08-02,777.95
12449,2011-09-09,1087.7
12449,2011-11-17,1342.71
12450,2010-08-22,148.42
12450,2010-09-14,105.6
12450,2010-11-05,236.3
12450,2011-06-19,101.88
12450,2011-07-06,96
12451,2010-06-28,2151.27
12451,2010-09-02,1483.09
12451,2011-01-19,2919.5099999999998
12451,2011-05-05,2388.31
12451,2011-10-05,2539.56
12451,2011-11-18,925.64
12451,2011-11-29,262.5
12452,2011-11-23,428.57
12453,2011-07-28,707.09
12454,2010-10-14,4733.52
12454,2010-10-18,220
12454,2011-10-14,3528.34
12455,2009-12-18,1636.43
12455,2010-03-23,777.91
12455,2010-05-11,515.61
12455,2010-09-20,483.14
12455,2011-02-16,1683.9
12455,2011-02-17,15
12455,2011-06-03,264.40000000000003
12455,2011-07-06,134.5
12455,2011-08-04,78.56
12455,2011-09-27,290.5
12456,2011-03-30,940.17
12456,2011-07-31,1325.23
12456,2011-10-26,915.64
12457,2010-09-30,632.68
12457,2011-04-14,669.25
12457,2011-04-15,219
12457,2011-09-14,743.28
12457,2011-09-15,160
12457,2011-09-19,196.35
12458,2010-08-09,380.61
12458,2010-10-08,449.48
12458,2011-02-28,441.92
12458,2011-09-29,505.48
12459,2010-04-13,454.36
12460,2010-09-09,326.65
12461,2011-07-08,626.88
12461,2011-09-06,200
12462,2011-02-09,762.11
12462,2011-11-21,427.47999999999996
12463,2011-04-12,344.57
12463,2011-05-17,297.38
12463,2011-06-17,337.84000000000003
12463,2011-10-17,358.99
12464,2011-02-03,213.9
12464,2011-02-28,149.95
12464,2011-05-23,181
12464,2011-07-13,45.599999999999994
12464,2011-08-25,190.1
12464,2011-11-17,149.6
12464,2011-11-29,281.9
12465,2011-06-23,440.94
12465,2011-11-22,301.25
12466,2010-01-26,56.73
12468,2010-01-26,441.23
12468,2010-04-09,1888.31
12468,2010-07-01,611.66
12468,2011-01-27,220.59
12468,2011-06-05,508.95000000000005
12469,2010-06-21,1956.84
12469,2010-07-05,1113.7
12470,2010-01-19,211.95
12471,2009-12-07,1176.02
12471,2009-12-14,1233.92
12471,2009-12-21,801.43
12471,2010-01-11,471.33
12471,2010-01-26,550.11
12471,2010-02-09,368.15
12471,2010-02-28,523.05
12471,2010-03-10,384.5
12471,2010-03-25,898.4
12471,2010-03-26,19.8
12471,2010-04-14,814.89
12471,2010-04-26,956.9
12471,2010-05-17,648.58
12471,2010-06-07,723.75
12471,2010-06-29,769.2
12471,2010-08-05,541.1999999999999
12471,2010-08-22,471.8
12471,2010-08-26,25
12471,2010-09-02,103
12471,2010-09-08,620.48
12471,2010-09-27,1422.78
12471,2010-10-04,909.48
12471,2010-10-05,35
12471,2010-10-07,336.37
12471,2010-10-13,1057.8
12471,2010-11-15,1772.3
12471,2010-11-30,2138.7
12471,2010-12-10,2325.0099999999998
12471,2010-12-17,1513.95
12471,2011-01-13,753.4499999999999
12471,2011-02-03,947.4
12471,2011-02-23,388.3
12471,2011-03-18,878.3199999999999
12471,2011-04-04,674.29
12471,2011-05-13,881.1999999999999
12471,2011-07-04,30
12471,2011-07-07,948.26
12471,2011-08-22,1127.02
12471,2011-08-24,613.8
12471,2011-09-16,440.5
12471,2011-09-22,223.26
12471,2011-10-05,2385.38
12471,2011-11-03,725.72
12471,2011-11-17,1072.1200000000001
12471,2011-11-24,923.28
12471,2011-11-29,698.88
12471,2011-12-07,2238.5099999999998
12472,2009-12-14,1286.43
12472,2010-02-08,748.98
12472,2010-02-23,298.55
12472,2010-03-08,397.07
12472,2010-03-22,298.40000000000003
12472,2010-04-01,727.49
12472,2010-04-26,545.37
12472,2010-06-15,1796.48
12472,2010-07-12,664.58
12472,2010-08-24,866.8
12472,2010-09-30,753.4399999999999
12472,2010-11-08,1293.59
12472,2010-12-05,1631.3
12472,2011-01-26,825.36
12472,2011-03-17,592.18
12472,2011-06-13,1266.66
12472,2011-07-24,612.1
12472,2011-10-19,1376.43
12472,2011-11-07,268.08
12473,2011-06-01,625.6899999999999
12473,2011-08-17,514.06
12473,2011-10-17,1697.98
12473,2011-11-10,40.46
12474,2010-02-11,158.7
12474,2010-04-15,284.59
12474,2010-04-25,645.1
12474,2010-06-13,77.68
12474,2010-07-21,274.12
12474,2010-08-18,631.3299999999999
12474,2010-09-10,675.17
12474,2010-09-21,461.96
12474,2010-10-04,834.03
12474,2010-10-27,54
12474,2010-11-12,453.1
12474,2010-11-26,425.68
12474,2011-01-14,249.4
12474,2011-01-26,350.4
12474,2011-02-25,287.58
12474,2011-03-18,806.47
12474,2011-03-28,257.2
12474,2011-05-17,760.28
12474,2011-06-21,427.76
12474,2011-06-26,44.25
12474,2011-07-12,191.60000000000002
12474,2011-07-25,513.64
12474,2011-09-02,465.68
12474,2011-10-11,522.36
12474,2011-10-17,572.23
12474,2011-10-20,740.41
12474,2011-11-15,710.86
12474,2011-11-22,416.17
12475,2010-10-26,426.26
12475,2011-10-17,723.38
12476,2010-07-26,1231.74
12476,2010-09-14,783.29
12476,2010-09-28,707.63
12476,2010-10-07,90
12476,2010-10-19,1643.24
12476,2010-11-02,1769.77
12476,2010-11-07,951.82
12476,2010-11-08,90
12476,2011-01-31,549.58
12476,2011-02-14,127.45
12476,2011-04-19,1411.67
12476,2011-05-05,311.2
12476,2011-07-21,746.57
12476,2011-09-16,532.81
12476,2011-10-25,1097.16
12476,2011-11-14,203.93
12476,2011-11-24,1750.46
12477,2010-03-26,2021.23
12477,2010-07-02,2464.63
12477,2010-11-05,2570.77
12477,2011-02-11,2355.95
12477,2011-04-14,2221.02
12477,2011-08-31,4257.0599999999995
12477,2011-10-07,1059.24
12477,2011-10-14,1288.78
12477,2011-11-17,2037.69
12478,2011-12-06,680.99
12479,2011-11-28,527.2
12480,2010-07-20,451.9
12480,2010-10-08,1012.15
12480,2010-11-05,719.17
12480,2011-01-07,816.25
12480,2011-03-17,771.02
12480,2011-07-19,557.6800000000001
12480,2011-11-11,1136.68
12481,2010-04-11,2969.6
12481,2010-04-12,306
12481,2010-09-15,1809.35
12481,2010-10-25,681.88
12481,2010-11-28,838.86
12481,2010-12-09,159.38
12481,2010-12-20,631.96
12481,2011-01-07,603.09
12481,2011-03-28,832.34
12481,2011-05-19,857.28
12481,2011-06-13,1001.2099999999999
12481,2011-10-05,1307.76
12481,2011-11-17,186.79999999999998
12482,2010-02-24,6437.76
12482,2010-04-07,5478
12482,2010-04-18,5814.6
12482,2010-04-19,654.6
12482,2010-04-21,27
12482,2010-05-12,3556.7599999999998
12483,2010-01-31,261.7
12483,2010-02-10,87.4
12483,2010-03-10,406.6
12483,2010-03-16,23.4
12483,2010-04-23,281
12483,2010-06-09,206.20000000000002
12483,2010-09-14,417.2
12483,2010-09-29,115.60000000000001
12483,2010-11-02,429.70000000000005
12483,2010-11-26,320
12483,2011-01-04,507.56
12483,2011-04-27,323
12483,2011-05-11,8.5
12483,2011-05-18,115.60000000000001
12483,2011-06-09,319.95
12483,2011-09-02,309.45
12483,2011-10-30,454.2
12483,2011-11-22,326.72
12484,2010-01-27,563.65
12484,2010-01-29,96.5
12484,2010-02-28,45
12484,2010-07-28,881.23
12484,2010-08-03,125
12484,2010-08-13,115.4
12484,2011-01-07,1138.67
12484,2011-06-16,1137.99
12484,2011-08-28,1241.99
12484,2011-08-31,140
12484,2011-11-04,728.67
12484,2011-11-07,140
12485,2010-06-28,708.1
12486,2010-10-04,1037.28
12487,2009-12-09,259.79999999999995
12488,2011-09-25,553.39
12488,2011-10-31,214.06
12488,2011-11-30,531.21
12489,2011-01-07,334.93
12490,2009-12-01,603.94
12490,2010-01-31,320.26
12490,2010-02-04,51
12490,2010-02-09,534.26
12490,2010-03-04,202.35
12490,2010-03-09,400.2
12490,2010-05-07,435.15999999999997
12490,2010-07-15,509
12490,2010-09-06,434.02
12490,2010-10-03,373.86
12490,2010-11-26,541.66
12490,2011-01-14,864.22
12490,2011-05-09,331.5
12490,2011-06-20,484.06
12490,2011-07-24,412.93
12490,2011-08-31,424.06
12490,2011-09-07,1035.82
12490,2011-11-02,633.44
12490,2011-11-14,411.71999999999997
12490,2011-11-22,357.88
12490,2011-12-04,462.3
12491,2011-11-01,460.40000000000003
12492,2010-11-01,452
12492,2011-08-26,126.39
12492,2011-10-07,136.82
12493,2011-05-26,232.5
12493,2011-06-27,201.24
12494,2010-05-12,344.87
12494,2010-10-24,224.3
12494,2010-12-09,57.6
12494,2011-02-17,250
12494,2011-05-27,403.09000000000003
12494,2011-07-01,153.22
12494,2011-10-30,214.74
12494,2011-11-24,162.5
12495,2010-03-09,357.4
12496,2010-03-29,45.34
12497,2010-03-05,1211.76
12497,2010-11-04,3993.6400000000003
12497,2011-09-19,1043.1
12498,2011-10-13,247.25000000000003
12498,2011-11-18,156.45
12499,2010-05-28,393.72
12500,2010-02-04,401.43
12500,2010-02-05,124.45
12500,2010-02-25,220.01
12500,2010-03-16,123.60000000000001
12500,2010-04-11,457.55
12500,2010-07-05,145.5
12500,2010-09-30,224.85
12500,2011-01-10,344.94
12500,2011-02-17,373.98
12500,2011-03-03,249.84
12500,2011-03-18,241.44000000000003
12500,2011-06-24,185.64000000000001
12500,2011-08-25,378
12500,2011-10-06,120.35
12500,2011-10-19,620.04
12500,2011-10-21,1096.65
12500,2011-11-16,617.04
12501,2011-01-07,2169.39
12502,2011-02-03,617.25
12502,2011-03-16,702.8
12502,2011-05-06,522.6
12502,2011-08-04,788.87
12502,2011-09-05,1092.35
12504,2010-04-22,134.4
12504,2010-10-18,162.60000000000002
12504,2011-11-09,449.4
12505,2010-10-27,955.2
12506,2011-04-21,73.5
12507,2010-05-04,539.25
12507,2011-02-14,446.16
12507,2011-07-28,811.9
12508,2011-11-10,274.8
12508,2011-11-13,123.08
12509,2011-02-28,176.5
12510,2009-12-04,407.88
12510,2010-01-11,1410.99
12510,2010-01-22,1120.46
12510,2010-03-25,429.90000000000003
12510,2010-09-06,781.22
12510,2011-01-18,681.05
12510,2011-07-20,301.52
12511,2010-10-07,3084.02
12512,2011-10-04,132.18
12513,2011-08-19,612.29
12514,2010-03-08,580.08
12514,2011-03-17,1017.68
12515,2010-12-21,383.7
12516,2010-04-19,689.46
12516,2010-10-05,647.1
12516,2011-06-12,583.2
12516,2011-09-23,728.86
12517,2011-06-02,749.7
12517,2011-08-05,771.75
12517,2011-09-27,417.2
12517,2011-11-11,505
12518,2011-08-21,324.83
12518,2011-09-23,524.9
12518,2011-10-12,381.06
12518,2011-11-11,486.96000000000004
12518,2011-12-09,339.14
12519,2010-08-20,385.7
12519,2011-10-07,330.84
12520,2011-03-11,987.42
12520,2011-03-25,246.54
12520,2011-05-19,463.59999999999997
12520,2011-07-20,348.29
12520,2011-09-21,588.41
12521,2011-07-20,599.68
12522,2011-10-19,89.4
12522,2011-10-31,103.32
12523,2009-12-07,74.56
12523,2010-02-09,405.4
12523,2010-02-11,131.78
12523,2010-03-12,235.3
12523,2010-05-06,512.43
12523,2010-06-04,244.88
12523,2010-07-15,231.45000000000002
12523,2010-07-25,132.28
12523,2010-09-30,266.59000000000003
12523,2010-10-20,202.58
12523,2010-11-29,116.83
12523,2010-11-30,8.5
12523,2011-01-12,102.95
12523,2011-02-21,143.4
12523,2011-03-16,115.09
12523,2011-04-01,138.75
12523,2011-07-27,204.75
12523,2011-08-21,128.55
12523,2011-08-24,184.26
12523,2011-09-21,124.38
12523,2011-10-06,157
12523,2011-10-27,228.22
12523,2011-11-20,262.42
12524,2010-02-08,558.9
12524,2010-03-08,703.1999999999999
12524,2010-03-24,1020.48
12524,2010-08-04,1108.8
12524,2010-09-06,468
12524,2010-09-20,1173.6100000000001
12524,2010-10-26,841.5
12524,2010-11-16,765.9
12524,2011-01-10,337.39
12524,2011-02-21,525.34
12524,2011-03-03,475.44
12524,2011-05-01,1094.33
12524,2011-05-19,400.88
12524,2011-06-30,289.09999999999997
12524,2011-10-07,1055.44
12524,2011-11-30,307.79999999999995
12525,2010-03-02,536.58
12525,2010-06-01,147.4
12525,2010-07-29,259.9
12526,2011-09-06,520.3
12526,2011-10-17,519.28
12526,2011-12-09,277.08
12527,2010-06-28,301.8
12527,2010-08-02,85
12527,2011-01-18,132.52
12527,2011-02-18,152.4
12527,2011-09-19,63.790000000000006
12528,2011-01-31,493.53000000000003
12528,2011-03-08,278.13
12528,2011-07-13,281.71
12528,2011-08-17,234
12528,2011-10-07,274.51
12528,2011-11-30,371.6
12529,2010-06-29,316.48
12530,2010-03-07,357
12530,2010-04-21,300.54
12530,2010-08-16,509.2
12530,2010-09-13,466.81
12530,2010-10-20,445.43
12530,2011-01-07,387.40000000000003
12530,2011-04-20,417.6
12530,2011-08-08,416.65
12530,2011-10-11,440.63
12531,2010-01-22,1807.98
12531,2011-11-25,125.22
12532,2011-11-09,349.83000000000004
12533,2009-12-01,929.92
12533,2010-03-22,437.96999999999997
12534,2011-08-01,1089.18
12535,2011-06-06,371.45
12535,2011-09-09,344.9
12536,2011-10-11,4279.71
12537,2010-10-27,732.94
12538,2010-11-26,276.5
12538,2011-11-10,363.95
12539,2009-12-23,5149.06
12539,2010-09-15,497.34000000000003
12539,2011-01-10,1715.8500000000001
12539,2011-01-27,1.2079226507921703e-13
12539,2011-03-22,1085.99
12539,2011-11-17,1050.66
12540,2009-12-07,412.6
12540,2010-01-10,760.24
12540,2010-02-01,436.04
12540,2010-03-01,438.8
12540,2010-03-25,392.94
12540,2010-04-15,379.62
12540,2010-05-04,464.40000000000003
12540,2010-05-13,724.93
12540,2010-06-16,623.64
12540,2010-08-31,794.08
12540,2010-09-29,937.54
12540,2010-10-13,1340.42
12540,2010-11-04,475.95
12540,2010-11-26,617.05
12540,2010-12-13,881.01
12540,2011-01-11,1147.18
12540,2011-02-01,288.98
12540,2011-03-24,1140.76
12540,2011-05-04,1380.11
12540,2011-05-31,1306.49
12540,2011-06-06,357.99
12540,2011-07-07,416.62
12540,2011-07-25,1358.39
12540,2011-08-24,509.34000000000003
12540,2011-09-08,459.99
12540,2011-09-19,971.65
12540,2011-09-23,277.48
12540,2011-10-07,422.8
12540,2011-10-18,1019.47
12540,2011-11-08,573.71
12540,2011-11-20,888.27
12541,2011-03-04,312.40000000000003
12541,2011-06-19,223.74
12541,2011-11-10,445.04
12542,2010-03-09,364.79
12542,2010-08-12,117.09
12543,2010-09-17,980.25
12544,2011-11-03,372.7
12545,2011-03-25,628.15
12545,2011-09-25,372.24
12546,2011-09-23,760.2
12546,2011-10-24,401.3
12547,2010-07-27,175.78
12547,2011-03-04,159.4
12547,2011-05-26,48.4
12548,2011-06-26,95.19999999999999
12549,2010-01-11,558.4200000000001
12549,2010-01-12,5
